ID,Stadtname,Einwohner,PositionSued,PositionOst,Spieler,SpielerURL,Klan,KlanURL,Holz,Eisen,Sake,Nahrung,Performance
741,Moamoro,24,218,107,,,,,95%,200%,55%,75%,425%
666,Kuma,25,239,65,,,,,145%,120%,60%,80%,405%
318,Hakuro,23,54,237,,,,,115%,60%,85%,100%,360%
1921,Kyuara,27,151,195,,,,,55%,145%,110%,115%,425%
1025,Sapushido,26,216,80,,,,,55%,65%,75%,145%,340%
836,Kyahikatsu,24,178,168,,,,,160%,95%,90%,95%,440%
1247,Viva Portugal,158,221,94, Kirigakure Saizo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7461,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,75%,120%,50%,110%,355%
1827,Tuebingen,1.421,247,42, PaninoFloW,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7650,Fairy Tail,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=794,125%,120%,105%,100%,450%
1383,Nekoata,24,250,63,,,,,160%,75%,70%,105%,410%
1595,Sagamu,1.105,158,196, Mochizuki Chiyome,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7668,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,170%,65%,85%,120%,440%
1371,Gumikuoka,190,228,110,,,,,75%,125%,55%,115%,370%
797,KONOE SHIDAN,1.105,167,177, Mochizuki Chiyome,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7668,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,70%,155%,80%,95%,400%
1335,Tokizunohe,20,26,264,,,,,50%,100%,65%,120%,335%
1862,Shimaima,1.105,274,43, Jumbrunja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5835,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,90%,100%,110%,120%,420%
1894,Gifemaya,25,171,190,,,,,170%,65%,55%,90%,380%
1373,Utsobeshu,39,204,131,,,,,75%,150%,80%,85%,390%
104,Kugota,23,209,138,,,,,120%,90%,65%,100%,375%
2291,Wakusho,28,180,180,,,,,150%,120%,65%,95%,430%
1209,Shimiya,26,37,267,,,,,95%,55%,100%,125%,375%
1536,Okondewa,25,2,233,,,,,85%,85%,55%,135%,360%
23,Ibaigama,25,133,190,,,,,175%,50%,80%,120%,425%
1788,Hirotsunohe,1.047,70,227, Bawakawa Zaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7681,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,75%,100%,90%,120%,385%
927,Ishuchishu,75,34,283,,,,,105%,55%,90%,110%,360%
2238,Saiuno,1.105,173,156, Ignacio de Loyola,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7674,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,110%,105%,95%,115%,425%
2137,OnS Mondjagd,568,186,198, Mika,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4999,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,130%,125%,85%,100%,440%
1964,Hiroasaki,3,126,216, H2O3PO4,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7748,,,100%,100%,100%,100%,400%
402,Kyayashu,24,237,63,,,,,135%,70%,95%,110%,410%
1923,Otuki,3.000,178,208, Minamoto Yorimasa,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5515,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,130%,115%,100%,125%,470%
224,Ahoi,1.105,200,170, Takeru no Mikoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2600,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,145%,135%,70%,95%,445%
1009,Kumizu,23,232,64,,,,,100%,135%,85%,90%,410%
5,Kyoto-Ost,3.000,124,212, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,50%,50%,80%,135%,315%
484,Akakunte,28,214,68,,,,,125%,130%,70%,95%,420%
344,Kagondu,25,217,127,,,,,120%,155%,50%,80%,405%
281,Yamamomiya,23,192,152,,,,,170%,125%,50%,80%,425%
16,Ashikagashi-Jo,2.775,200,185, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,120%,65%,85%,120%,390%
2019,JimmusHolzlager,24,51,232,,,,,155%,125%,55%,80%,415%
675,Saikyara,24,206,157,,,,,170%,125%,50%,80%,425%
156,Gifakyaba,25,21,261,,,,,80%,60%,65%,135%,340%
2225,Minagawa,226,187,209, Imagawa Yoshimoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7730,,,125%,50%,50%,120%,345%
1476,Seyahama,25,261,38,,,,,105%,100%,80%,90%,375%
1059,Fupora,959,139,224, Bassinus,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6394,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,125%,110%,50%,110%,395%
1384,Asamio,25,134,206,,,,,125%,100%,75%,105%,405%
596,Hoshitsu,2.558,119,232, Isazuno Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7628,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,140%,120%,70%,90%,420%
28,Mameta,1.591,49,222, Toji Yasu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3558,Fushi no Hito,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=809,125%,90%,55%,100%,370%
2048,Hokakinya,24,75,248,,,,,100%,65%,80%,115%,360%
1615,Gobi,1.141,68,259, Shiwan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7504,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,125%,85%,65%,130%,405%
264,Haushoka,1.105,120,243, Myn Bala Ulaanbaatar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7532,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,70%,95%,140%,140%,445%
1673,Uwameshu,1.105,212,200, Floki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7715,,,125%,85%,80%,125%,415%
1066,Oitosao,225,174,183, NetisWolf,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7736,,,150%,95%,85%,105%,435%
764,Hokunmeima,1.105,151,189, Mochizuki Chiyome,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7668,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,90%,140%,85%,110%,425%
1264,Burungaataar,3.000,99,233, Altan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7481,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,160%,100%,85%,95%,440%
1334,Gifumema,25,231,45,,,,,100%,60%,90%,110%,360%
727,Gifandue,26,226,22,,,,,175%,125%,60%,85%,445%
1405,Akondima,959,215,166, Seer,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7717,,,100%,105%,75%,120%,400%
605,Saiakonte,24,216,105,,,,,100%,175%,60%,75%,410%
1477,Ullasute,3.000,93,238, Sukhbataar Nergui,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7509,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,145%,110%,75%,100%,430%
1657,Viva Portugal,959,198,179, Helge Paschulke,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7673,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,95%,100%,130%,450%
919,Shikyayama,996,28,284,,,,,100%,120%,65%,125%,410%
169,Mosuoto,918,225,119, Hatsumi Masaaki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6340,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,145%,165%,55%,80%,445%
1511,Im Urlaub,568,16,259,,,,,70%,100%,55%,115%,340%
1035,Utsagoro,1.105,149,216, Yamamoto Akabayashi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5089,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,100%,100%,100%,100%,400%
1104,Ahoi,1.105,146,213, Momochi Uyeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7663,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,130%,95%,105%,125%,455%
46,Utsushaki,1.105,160,210, Imagawa Yoshimoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7730,,,100%,100%,100%,100%,400%
1958,Chioshiaki,967,180,212, Asano Katsumoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7692,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,125%,160%,60%,90%,435%
555,Aikura,24,177,171,,,,,100%,150%,65%,80%,395%
1785,Limbo,1.105,207,168,,,,,105%,145%,95%,90%,435%
1387,Tobeshu,249,153,213, Yamamoto Akabayashi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5089,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,180%,95%,75%,95%,445%
17,Tsuwano-Jo,3.000,51,223, Sukhbataar Nergui,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7509,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,150%,90%,55%,90%,385%
273,Ibaro,1.105,90,243, Sübügätäi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7534,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,155%,55%,85%,110%,405%
1075,Silent Hill,3.000,224,46, Orochimaru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4903,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,205%,65%,75%,95%,440%
1239,Masuri,125,198,200,,,,,100%,60%,85%,140%,385%
763,Okaza,24,206,105,,,,,100%,125%,55%,85%,365%
61,Hyomishu,26,235,15,,,,,85%,135%,70%,95%,385%
1167,Hoppla,2.349,241,36, Souru Sushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7517,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,185%,60%,90%,110%,445%
879,Maigate,1.105,214,151, Bankimoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7679,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,140%,95%,80%,115%,430%
1378,Sagetsuima,25,147,208,,,,,150%,110%,65%,105%,430%
2167,Ginakawa,344,204,194,,,,,125%,50%,95%,135%,405%
840,Shageya,1.105,191,163, Okumichi Shigeru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4711,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,100%,70%,105%,135%,410%
721,Nagoshido,57,115,242, Andron,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7724,,,100%,100%,100%,100%,400%
2052,Osakoku,22,131,203,,,,,75%,150%,70%,105%,400%
570,Kiri,568,194,142, Momochi Uyeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7663,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,140%,165%,55%,85%,445%
403,Akakoto,25,207,114,,,,,145%,150%,50%,85%,430%
852,Kuamotsu,28,188,192,,,,,55%,155%,85%,85%,380%
801,Kyaoku,24,36,250,,,,,90%,90%,95%,105%,380%
2120,Fukuyaoka,25,243,57,,,,,190%,60%,70%,95%,415%
1244,Wayama,24,181,189,,,,,165%,60%,80%,120%,425%
2072,Echigo,2.775,71,229, Takeshi Tse,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6988,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,110%,90%,90%,120%,410%
470,Kangowa,1.105,186,186, Oda Yamata,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5476,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,175%,95%,70%,100%,440%
65,Gifizuima,30,222,17,,,,,50%,55%,75%,150%,330%
575,Hiromaue,1.105,198,114, Sao Feng,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7680,KUROFUNE,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=807,120%,100%,55%,95%,370%
1688,Neaki,1.105,222,49, Admiral Bubakak,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7653,KUROFUNE,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=807,150%,105%,90%,105%,450%
684,Houshata,15,180,159, Bondar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7734,,,100%,100%,100%,100%,400%
609,Niiushai,25,33,248,,,,,120%,70%,80%,105%,375%
1998,Totekyu,1.105,273,39, Souru Sushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7517,Viva Portugal,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=814,75%,105%,90%,135%,405%
821,Hogorika,454,205,63,,,,,140%,120%,70%,80%,410%
1543,Kitsunetaki,3.000,252,36, Akakitsune Kira,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7613,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,125%,65%,110%,130%,430%
1622,Sapamuri,1.105,182,204, Asano Katsumoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7692,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,150%,50%,110%,150%,460%
1553,Hyoushaki,821,198,68, Kyoschiro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7695,Kyoschiros Handelsgilde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=813,165%,125%,75%,85%,450%
628,Wakuoka,24,235,44,,,,,120%,95%,65%,85%,365%
618,Fukushiku,568,45,225, Takeda Nobuyoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6643,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,225%,60%,55%,90%,430%
789,Hamuhikanohe,185,211,53,,,,,95%,65%,70%,135%,365%
1693,Saioshiba,25,210,196,,,,,55%,55%,100%,155%,365%
101,Yoagu,24,202,152,,,,,75%,125%,100%,105%,405%
839,Sagushaya,1.102,215,112, Myoshi Kahei,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6086,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,125%,155%,70%,100%,450%
1899,Kagoshanohe,226,76,192,,,,,75%,120%,50%,130%,375%
845,Otepoku,1.105,190,190, Bankimoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7679,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,120%,110%,90%,105%,425%
566,Tsuyahama,25,215,13,,,,,75%,55%,60%,145%,335%
2231,Hirimeki,940,140,191, Hirox,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2439,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,140%,105%,55%,85%,385%
1893,Kagushuma,23,209,67,,,,,85%,85%,55%,115%,340%
530,Washikaoto,73,207,176, Dokugan Ryu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7746,,,100%,100%,100%,100%,400%
1518,Totchimera,1.105,87,238, Chuluun,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7533,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,100%,155%,65%,90%,410%
2163,Chisuku,21,216,64,,,,,110%,60%,105%,125%,400%
908,Nimishu,21,235,24,,,,,170%,75%,75%,95%,415%
1316,Ehigohama,454,231,129, Sakura Nori,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7700,,,100%,100%,100%,100%,400%
827,Aondai,25,39,257,,,,,145%,55%,80%,120%,400%
270,Shimaima,1.105,19,249, Amari Kazuma,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6435,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,130%,100%,90%,105%,425%
1389,Chuluun3,1.105,67,253, Altan Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7481,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,115%,170%,60%,80%,425%
1557,Mokyaro,22,164,199,,,,,95%,185%,50%,80%,410%
1556,Komara,24,176,167,,,,,75%,235%,70%,70%,450%
177,Mizukushu,1.105,172,175, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,125%,130%,70%,95%,420%
1879,Tokinpoai,25,267,44,,,,,105%,90%,75%,90%,360%
292,Harrenhal,1.954,199,79, Tyladrhas,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7693,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,100%,100%,100%,100%,400%
909,Nena,21,212,155,,,,,50%,200%,70%,85%,405%
1125,Fume,1.029,142,190, Tomoeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6775,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,155%,125%,85%,100%,465%
10,Iwamura-Jo,3.000,149,207, Kato Danzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7667,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,150%,110%,65%,105%,430%
454,Totchihikara,454,226,26, Genpou Tetsunosuke,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7018,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,65%,95%,135%,395%
1282,Hullalllaaaaaa,2.890,147,182, Snorre,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7579,ARRRRRR,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=806,150%,140%,75%,85%,450%
542,Uwata,27,207,186,,,,,150%,95%,55%,85%,385%
884,Wamawa,1.259,77,247, Myn Bala Ulaanbaatar,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7532,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,100%,90%,90%,130%,410%
655,Osushiru,248,165,214,,,,,125%,60%,70%,105%,360%
107,Hyoshema,23,199,153,,,,,130%,65%,90%,110%,395%
541,Gifushikate,27,208,154,,,,,150%,120%,50%,80%,400%
268,Yoazo,25,257,37,,,,,140%,70%,105%,115%,430%
2109,Totashiya,25,194,182,,,,,150%,105%,60%,85%,400%
44,Niikoai,2.775,156,201, Kakei Juzo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7514,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,125%,100%,75%,105%,405%
424,Kagemido,1.004,213,79, Mugen,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7677,Baka,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=803,70%,160%,65%,120%,415%
2229,Sued Shinano,422,41,230, Takeda Nobuyoshi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6643,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,95%,125%,60%,90%,370%
838,Niiamera,1.105,213,175, Yuudai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7272,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,145%,100%,70%,100%,415%
944,Hiragoima,1.105,139,211, Shimozuma Nakayuki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7659,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,100%,80%,80%,120%,380%
441,Kyaigate,21,208,180,,,,,205%,90%,70%,90%,455%
1717,Takeru,3.000,194,156, Takeru no Mikoto,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2600,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,135%,130%,105%,105%,475%
713,Nayaba,25,28,272,,,,,115%,65%,80%,105%,365%
320,Miyako,2.147,204,115, Abe no Ichikou,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=3848,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,100%,100%,100%,100%,400%
1845,Fumero,19,261,56,,,,,140%,95%,85%,95%,415%
1485,Kanazai,1.105,55,241, Dschingis Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7518,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,140%,60%,50%,130%,380%
262,Neu Yorksfield,3.000,201,78, Yama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6270,Portugiesische Handelsmission,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=804,145%,135%,70%,95%,445%
374,Ho Osazoka,3.000,212,90, Kamihattori Happosai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=2084,Black Ninja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=5,145%,125%,65%,105%,440%
1731,Gumushatsu,21,36,253,,,,,130%,95%,80%,95%,400%
244,Nagosari,1.105,44,230, Yuudai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7272,Daibutsu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=817,145%,50%,75%,105%,375%
584,Nankaido,1.105,71,236, Takeshi Tse,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6988,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,100%,95%,70%,110%,375%
41,Ibagoru,23,162,222,,,,,100%,60%,85%,150%,395%
1983,Mosaoka,2.558,97,232, Dschingis Khan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7518,Die Goldene Horde,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=747,130%,105%,100%,110%,445%
1007,Naresushu,24,212,135,,,,,100%,170%,60%,80%,410%
1303,Hiroaza,24,28,262,,,,,100%,70%,90%,105%,365%
2062,Kitagoma,25,276,43,,,,,80%,135%,105%,115%,435%
1970,Miyyondu,24,192,165,,,,,70%,90%,80%,115%,355%
13,Kakegawa-Jo,3.000,157,222, Sanada Kenji,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7670,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,100%,60%,70%,135%,365%
610,XXX,894,222,139,,,,,120%,135%,70%,95%,420%
1276,Tokasoshu,22,39,266,,,,,130%,90%,55%,85%,360%
1747,Kyumuima,1.105,141,210, Shimozuma Nakayuki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7659,Tsugekitai Yamato,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=664,80%,115%,100%,125%,420%
552,Gifopoya,158,56,237, Gorsy,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7706,,,100%,100%,100%,100%,400%
2202,Tsuazaru,21,170,186,,,,,130%,65%,105%,125%,425%
353,Hamayatsu,24,198,141,,,,,75%,210%,60%,70%,415%
214,Tsua,25,34,252,,,,,70%,75%,110%,105%,360%
164,Kumigatsu,23,210,82,,,,,50%,170%,60%,110%,390%
1915,Hiroazoto,26,153,219,,,,,150%,60%,85%,120%,415%
477,Kitasoka,1.105,207,123, Kontaro,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7457,Kage no Takeda,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=788,75%,180%,95%,100%,450%
357,Ishushite,23,221,112,,,,,70%,225%,50%,70%,415%
787,Wakamata,821,162,186, Kirigakure Saizo,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7461,Kurama,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=820,200%,85%,65%,100%,450%
1496,Iriki,1.105,189,187, Oda Yamata,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5476,Konoe Shidan,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=812,90%,165%,65%,90%,410%
1273,Niiaki,25,183,175,,,,,135%,70%,110%,115%,430%
627,06 Kagutsuki,1.105,69,230, Alice,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7108,Iga Sokoku Ikki,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=734,100%,100%,75%,125%,400%
2243,Fuchinohe,1.591,149,211, Okumichi Shigeru,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=4711,Takama no Hara,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=722,80%,85%,115%,140%,420%
1752,Kyaoshiku,154,54,220,,,,,125%,50%,50%,110%,335%
2114,Tsunoido,1.105,279,50, Jumbrunja,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5835,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,100%,120%,65%,95%,380%
948,Seitoryuu,1.105,115,218, Kabuto Yakushi,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=6903,Shinsengumi-kai,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=777,175%,50%,95%,135%,455%
493,Haburaki,235,179,176,,,,,130%,55%,115%,140%,440%
31,Hokinmuki,23,81,211,,,,,125%,50%,80%,120%,375%
1084,Maoshishu,21,169,176,,,,,115%,125%,65%,85%,390%
705,Neakue,568,201,112, sir Hetti,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=7422,,,80%,200%,75%,80%,435%
451,Hyoasonohe,3.000,191,150, Jimmu,http://schlacht-um-kyoto.de/index.php?page=Optionen&Spielerprofil=5747,Ochiru no Sakura,http://schlacht-um-kyoto.de/index.php?page=Optionen&Klanprofil=517,140%,115%,75%,100%,430%
906,Hafen [Quest],25,45,261,,,,,125%,100%,80%,105%,410%
